Season,MatchWeek,Date,Team,Full Time Goals,Elo-rating before match,Elo-rating after match
1993-1994,15,1993-12-12,Arsenal,1,1532.66,1547.18
1993-1994,15,1993-12-12,Sheffield Weds,0,1521.54,1507.02
1993-1994,15,1993-12-13,Norwich,2,1541.0,1557.62
1993-1994,15,1993-12-13,Leeds,1,1578.81,1562.18
1993-1994,16,1993-12-18,Blackburn,2,1555.34,1565.87
1993-1994,16,1993-12-18,Man City,0,1448.68,1438.15
1993-1994,16,1993-12-18,Coventry,1,1481.76,1480.17
1993-1994,16,1993-12-18,Oldham,1,1444.89,1446.48
1993-1994,16,1993-12-18,Everton,0,1467.8,1456.44
1993-1994,16,1993-12-18,Newcastle,2,1553.73,1565.09
1993-1994,16,1993-12-18,Ipswich,2,1497.25,1514.83
1993-1994,16,1993-12-18,Norwich,1,1557.62,1540.04
1993-1994,16,1993-12-18,Leeds,2,1562.18,1576.53
1993-1994,16,1993-12-18,Arsenal,1,1547.18,1532.83
1993-1994,16,1993-12-18,Sheffield Weds,5,1507.02,1522.98
1993-1994,16,1993-12-18,West Ham,0,1529.33,1513.37
1993-1994,16,1993-12-18,Swindon,2,1407.45,1422.15
1993-1994,16,1993-12-18,Southampton,1,1400.53,1385.83
1993-1994,16,1993-12-18,Tottenham,3,1494.5,1495.57
1993-1994,16,1993-12-18,Liverpool,3,1519.36,1518.29
1993-1994,16,1993-12-18,Wimbledon,2,1492.46,1505.09
1993-1994,16,1993-12-18,Sheffield United,0,1437.21,1424.58
1993-1994,16,1993-12-19,Man United,3,1638.91,1648.8
1993-1994,16,1993-12-19,Aston Villa,1,1515.86,1505.96
1993-1994,16,1993-12-22,Newcastle,1,1565.09,1565.58
1993-1994,16,1993-12-22,Leeds,1,1576.53,1576.04
1993-1994,17,1993-12-26,Man United,1,1648.8,1645.29
1993-1994,17,1993-12-26,Blackburn,1,1565.87,1569.39
1993-1994,17,1993-12-26,Sheffield United,0,1424.58,1428.53
1993-1994,17,1993-12-26,Liverpool,0,1518.29,1514.34
1993-1994,17,1993-12-26,Wimbledon,1,1505.09,1489.02
1993-1994,17,1993-12-26,Coventry,2,1480.17,1496.24
1993-1994,17,1993-12-27,Everton,0,1456.44,1444.27
1993-1994,17,1993-12-27,Sheffield Weds,2,1522.98,1535.14
1993-1994,17,1993-12-27,Ipswich,1,1514.83,1514.77
1993-1994,17,1993-12-27,West Ham,1,1513.37,1513.43
1993-1994,17,1993-12-27,QPR,2,1523.8,1535.52
1993-1994,17,1993-12-27,Oldham,0,1446.48,1434.76
1993-1994,17,1993-12-27,Southampton,3,1385.83,1402.18
1993-1994,17,1993-12-27,Chelsea,1,1417.14,1400.79
1993-1994,17,1993-12-27,Swindon,0,1422.15,1411.77
1993-1994,17,1993-12-27,Arsenal,4,1532.83,1543.21
1993-1994,17,1993-12-27,Tottenham,1,1495.57,1482.48
1993-1994,17,1993-12-27,Norwich,3,1540.04,1553.13
1993-1994,17,1993-12-28,West Ham,1,1513.43,1497.1
1993-1994,17,1993-12-28,Tottenham,3,1482.48,1498.81
1993-1994,17,1993-12-28,Man City,1,1438.15,1436.6
1993-1994,17,1993-12-28,Southampton,1,1402.18,1403.72
1993-1994,17,1993-12-28,Liverpool,1,1514.34,1513.25
1993-1994,17,1993-12-28,Wimbledon,1,1489.02,1490.11
1993-1994,17,1993-12-28,Chelsea,1,1400.79,1422.42
1993-1994,17,1993-12-28,Newcastle,0,1565.58,1543.96
1993-1994,17,1993-12-29,Arsenal,3,1543.21,1553.43
1993-1994,17,1993-12-29,Sheffield United,0,1428.53,1418.31
1993-1994,17,1993-12-29,Blackburn,2,1569.39,1579.21
1993-1994,17,1993-12-29,Everton,0,1444.27,1434.45
1993-1994,17,1993-12-29,Leeds,1,1576.04,1574.3
1993-1994,17,1993-12-29,QPR,1,1535.52,1537.26
1993-1994,17,1993-12-29,Norwich,1,1553.13,1536.11
1993-1994,17,1993-12-29,Aston Villa,2,1505.96,1522.98
1993-1994,17,1993-12-29,Oldham,2,1434.76,1427.88
1993-1994,17,1993-12-29,Man United,5,1645.29,1652.17
1993-1994,17,1993-12-29,Sheffield Weds,3,1535.14,1530.03
1993-1994,17,1993-12-29,Swindon,3,1411.77,1416.88
1993-1994,18,1994-01-01,Wimbledon,0,1490.11,1477.82
1993-1994,18,1994-01-01,Arsenal,3,1553.43,1565.72
1993-1994,18,1994-01-01,Tottenham,1,1498.81,1483.7
1993-1994,18,1994-01-01,Coventry,2,1496.24,1511.35
1993-1994,18,1994-01-01,Swindon,1,1416.88,1402.12
1993-1994,18,1994-01-01,Chelsea,3,1422.42,1437.18
1993-1994,18,1994-01-01,Southampton,0,1403.72,1394.18
1993-1994,18,1994-01-01,Norwich,1,1536.11,1545.65
1993-1994,18,1994-01-01,Sheffield United,2,1418.31,1433.72
1993-1994,18,1994-01-01,Oldham,1,1427.88,1412.47
1993-1994,18,1994-01-01,Ipswich,1,1514.77,1499.71
1993-1994,18,1994-01-01,Liverpool,2,1513.25,1528.32
1993-1994,18,1994-01-01,Newcastle,2,1543.96,1554.47
1993-1994,18,1994-01-01,Man City,0,1436.6,1426.09
1993-1994,18,1994-01-01,Man United,0,1652.17,1648.86
1993-1994,18,1994-01-01,Leeds,0,1574.3,1577.6
1993-1994,18,1994-01-01,Everton,0,1434.45,1422.13
1993-1994,18,1994-01-01,West Ham,1,1497.1,1509.43
1993-1994,18,1994-01-01,Aston Villa,0,1522.98,1510.39
1993-1994,18,1994-01-01,Blackburn,1,1579.21,1591.8
1993-1994,18,1994-01-01,QPR,1,1537.26,1521.94
1993-1994,18,1994-01-01,Sheffield Weds,2,1530.03,1545.34
1993-1994,19,1994-01-03,Sheffield Weds,1,1545.34,1557.71
1993-1994,19,1994-01-03,Tottenham,0,1483.7,1471.34
1993-1994,19,1994-01-03,Coventry,1,1511.35,1506.79
1993-1994,19,1994-01-03,Swindon,1,1402.12,1406.69
1993-1994,19,1994-01-03,West Ham,0,1509.43,1506.21
1993-1994,19,1994-01-03,Sheffield United,0,1433.72,1436.94
1993-1994,19,1994-01-03,Arsenal,0,1565.72,1563.84
1993-1994,19,1994-01-03,QPR,0,1521.94,1523.83
1993-1994,19,1994-01-03,Chelsea,4,1437.18,1451.53
1993-1994,19,1994-01-03,Everton,2,1422.13,1407.78
1993-1994,19,1994-01-04,Liverpool,3,1528.32,1533.32
1993-1994,19,1994-01-04,Man United,3,1648.86,1643.86
1993-1994,19,1994-01-04,Norwich,1,1545.65,1531.03
1993-1994,19,1994-01-04,Newcastle,2,1554.47,1569.09
1993-1994,20,1994-01-15,Wimbledon,2,1477.82,1496.2
1993-1994,20,1994-01-15,Sheffield Weds,1,1557.71,1539.32
1993-1994,20,1994-01-15,Tottenham,0,1471.34,1463.23
1993-1994,20,1994-01-15,Man United,1,1643.86,1651.97
1993-1994,20,1994-01-15,Sheffield United,1,1436.94,1428.21
1993-1994,20,1994-01-15,Blackburn,2,1591.8,1600.53
1993-1994,20,1994-01-15,Oldham,0,1412.47,1402.48
1993-1994,20,1994-01-15,Liverpool,3,1533.32,1543.3
1993-1994,20,1994-01-15,Southampton,1,1394.18,1413.88
1993-1994,20,1994-01-15,Coventry,0,1506.79,1487.09
1993-1994,20,1994-01-15,Man City,0,1426.09,1431.75
1993-1994,20,1994-01-15,Arsenal,0,1563.84,1558.19
1993-1994,20,1994-01-15,Leeds,0,1577.6,1574.3
1993-1994,20,1994-01-15,Ipswich,0,1499.71,1503.01
1993-1994,20,1994-01-15,Everton,6,1407.78,1422.73
1993-1994,20,1994-01-15,Swindon,2,1406.69,1391.74
1993-1994,20,1994-01-15,Aston Villa,3,1510.39,1525.21
1993-1994,20,1994-01-15,West Ham,1,1506.21,1491.39
1993-1994,20,1994-01-15,Norwich,1,1531.03,1527.66
1993-1994,20,1994-01-15,Chelsea,1,1451.53,1454.91
1993-1994,20,1994-01-16,QPR,1,1523.83,1510.77
1993-1994,20,1994-01-16,Newcastle,2,1569.09,1582.14
1993-1994,21,1994-01-22,Sheffield Weds,3,1539.32,1549.68
1993-1994,21,1994-01-22,Sheffield United,1,1428.21,1417.85
1993-1994,21,1994-01-22,Arsenal,1,1558.19,1551.88
1993-1994,21,1994-01-22,Oldham,1,1402.48,1408.79
1993-1994,21,1994-01-22,Chelsea,1,1454.91,1457.9
1993-1994,21,1994-01-22,Aston Villa,1,1525.21,1522.22
1993-1994,21,1994-01-22,Coventry,0,1487.09,1473.11
1993-1994,21,1994-01-22,QPR,1,1510.77,1524.75
1993-1994,21,1994-01-22,Ipswich,0,1503.01,1502.72
1993-1994,21,1994-01-22,Wimbledon,0,1496.2,1496.5
1993-1994,21,1994-01-22,Liverpool,2,1543.3,1553.65
1993-1994,21,1994-01-22,Man City,1,1431.75,1421.4
1993-1994,21,1994-01-22,Man United,1,1651.97,1658.3
1993-1994,21,1994-01-22,Everton,0,1422.73,1416.41
1993-1994,21,1994-01-22,Newcastle,1,1582.14,1560.4
1993-1994,21,1994-01-22,Southampton,2,1413.88,1435.62
1993-1994,21,1994-01-22,Swindon,2,1391.74,1409.78
1993-1994,21,1994-01-22,Tottenham,1,1463.23,1445.18
1993-1994,21,1994-01-23,Blackburn,2,1600.53,1614.4
1993-1994,21,1994-01-23,Leeds,1,1574.3,1560.43
1993-1994,21,1994-01-24,West Ham,3,1491.39,1492.95
1993-1994,21,1994-01-24,Norwich,3,1527.66,1526.1
1993-1994,21,1994-02-02,Coventry,1,1473.11,1489.39
1993-1994,21,1994-02-02,Ipswich,0,1502.72,1486.44
1993-1994,22,1994-02-05,Blackburn,3,1614.4,1624.49
1993-1994,22,1994-02-05,Wimbledon,0,1496.5,1486.4
1993-1994,22,1994-02-05,Everton,4,1416.41,1433.19
1993-1994,22,1994-02-05,Chelsea,2,1457.9,1441.12
1993-1994,22,1994-02-05,Man City,2,1421.4,1439.18
1993-1994,22,1994-02-05,Ipswich,1,1486.44,1468.67
1993-1994,22,1994-02-05,Norwich,2,1526.1,1527.29
1993-1994,22,1994-02-05,Liverpool,2,1553.65,1552.46
1993-1994,22,1994-02-05,Oldham,2,1408.79,1424.95
1993-1994,22,1994-02-05,Southampton,1,1435.62,1419.47
1993-1994,22,1994-02-05,QPR,2,1524.75,1515.25
1993-1994,22,1994-02-05,Man United,3,1658.3,1667.8
1993-1994,22,1994-02-05,Swindon,3,1409.78,1428.16
1993-1994,22,1994-02-05,Coventry,1,1489.39,1471.01
1993-1994,22,1994-02-05,Tottenham,1,1445.18,1434.56
1993-1994,22,1994-02-05,Sheffield Weds,3,1549.68,1560.3
1993-1994,22,1994-02-06,Aston Villa,1,1522.22,1538.86
1993-1994,22,1994-02-06,Leeds,0,1560.43,1543.78
1993-1994,23,1994-02-12,Aston Villa,5,1538.86,1549.23
1993-1994,23,1994-02-12,Swindon,0,1428.16,1417.78
1993-1994,23,1994-02-12,Everton,0,1433.19,1434.72
1993-1994,23,1994-02-12,Ipswich,0,1468.67,1467.14
1993-1994,23,1994-02-12,Man City,0,1439.18,1441.48
1993-1994,23,1994-02-12,West Ham,0,1492.95,1490.65
1993-1994,23,1994-02-12,Oldham,2,1424.95,1440.64
1993-1994,23,1994-02-12,Chelsea,1,1441.12,1425.42
1993-1994,23,1994-02-12,Sheffield United,0,1417.85,1420.13
1993-1994,23,1994-02-12,Coventry,0,1471.01,1468.73
1993-1994,23,1994-02-12,Tottenham,0,1434.56,1427.03
1993-1994,23,1994-02-12,Blackburn,2,1624.49,1632.02
1993-1994,23,1994-02-12,Wimbledon,4,1486.4,1504.55
1993-1994,23,1994-02-12,Newcastle,2,1560.4,1542.25
1993-1994,23,1994-02-13,Norwich,1,1527.29,1528.35
1993-1994,23,1994-02-13,Arsenal,1,1551.88,1550.82
1993-1994,23,1994-02-14,Southampton,4,1419.47,1439.94
1993-1994,23,1994-02-14,Liverpool,2,1552.46,1531.98
1993-1994,24,1994-02-19,Swindon,3,1417.78,1422.4
1993-1994,24,1994-02-19,Norwich,3,1528.35,1523.73
1993-1994,24,1994-02-19,Leeds,2,1543.78,1558.27
1993-1994,24,1994-02-19,Liverpool,0,1531.98,1517.49
1993-1994,24,1994-02-19,Blackburn,1,1632.02,1643.23
1993-1994,24,1994-02-19,Newcastle,0,1542.25,1531.04
1993-1994,24,1994-02-19,Coventry,4,1468.73,1482.56
1993-1994,24,1994-02-19,Man City,0,1441.48,1427.66
1993-1994,24,1994-02-19,Everton,1,1434.72,1439.55
1993-1994,24,1994-02-19,Arsenal,1,1550.82,1545.99
1993-1994,25,1994-02-22,Aston Villa,0,1549.23,1544.19
1993-1994,25,1994-02-22,Man City,0,1427.66,1432.7
1993-1994,25,1994-02-22,Norwich,2,1523.73,1528.69
1993-1994,25,1994-02-22,Blackburn,2,1643.23,1638.27
1993-1994,25,1994-02-23,Newcastle,4,1531.04,1543.96
1993-1994,25,1994-02-23,Coventry,0,1482.56,1469.64
1993-1994,26,1994-02-26,West Ham,2,1490.65,1497.69
1993-1994,26,1994-02-26,Man United,2,1667.8,1660.75
1993-1994,26,1994-02-26,Southampton,1,1439.94,1457.7
1993-1994,26,1994-02-26,Wimbledon,0,1504.55,1486.79
1993-1994,26,1994-02-26,Man City,2,1432.7,1447.26
1993-1994,26,1994-02-26,Swindon,1,1422.4,1407.85
1993-1994,26,1994-02-26,Norwich,1,1528.69,1530.05
1993-1994,26,1994-02-26,Sheffield Weds,1,1560.3,1558.94
1993-1994,26,1994-02-26,Ipswich,3,1467.14,1480.13
1993-1994,26,1994-02-26,Sheffield United,2,1420.13,1407.15
1993-1994,26,1994-02-26,Arsenal,1,1545.99,1564.88
1993-1994,26,1994-02-26,Blackburn,0,1638.27,1619.37
1993-1994,26,1994-02-26,Liverpool,1,1517.49,1530.44
1993-1994,26,1994-02-26,Coventry,0,1469.64,1456.69
1993-1994,26,1994-02-27,Chelsea,4,1425.42,1440.49
1993-1994,26,1994-02-27,Tottenham,3,1427.03,1411.96
1993-1994,26,1994-02-28,Oldham,1,1440.64,1445.54
1993-1994,26,1994-02-28,Leeds,1,1558.27,1553.38
1993-1994,26,1994-03-02,Tottenham,1,1411.96,1417.41
1993-1994,26,1994-03-02,Aston Villa,1,1544.19,1538.74
1993-1994,27,1994-03-05,Sheffield Weds,0,1558.94,1543.29
1993-1994,27,1994-03-05,Newcastle,1,1543.96,1559.61
1993-1994,27,1994-03-05,Wimbledon,3,1486.79,1503.65
1993-1994,27,1994-03-05,Norwich,1,1530.05,1513.2
1993-1994,27,1994-03-05,Swindon,1,1407.85,1411.64
1993-1994,27,1994-03-05,West Ham,1,1497.69,1493.9
1993-1994,27,1994-03-05,QPR,1,1515.25,1512.35
1993-1994,27,1994-03-05,Man City,1,1447.26,1450.15
1993-1994,27,1994-03-05,Tottenham,2,1417.41,1416.97
1993-1994,27,1994-03-05,Sheffield United,2,1407.15,1407.59
1993-1994,27,1994-03-05,Leeds,0,1553.38,1549.35
1993-1994,27,1994-03-05,Southampton,0,1457.7,1461.73
1993-1994,27,1994-03-05,Ipswich,1,1480.13,1468.71
1993-1994,27,1994-03-05,Arsenal,5,1564.88,1576.29
1993-1994,27,1994-03-05,Everton,2,1439.55,1454.81
1993-1994,27,1994-03-05,Oldham,1,1445.54,1430.28
1993-1994,27,1994-03-05,Man United,0,1660.75,1637.34
1993-1994,27,1994-03-05,Chelsea,1,1440.49,1463.9
1993-1994,27,1994-03-05,Blackburn,2,1619.37,1630.61
1993-1994,27,1994-03-05,Liverpool,0,1530.44,1519.2
1993-1994,27,1994-03-06,Coventry,0,1456.69,1445.17
1993-1994,27,1994-03-06,Aston Villa,1,1538.74,1550.26
1993-1994,28,1994-03-12,Norwich,3,1513.2,1498.16
1993-1994,28,1994-03-12,QPR,4,1512.35,1527.38
1993-1994,28,1994-03-12,Newcastle,7,1559.61,1568.58
1993-1994,28,1994-03-12,Swindon,1,1411.64,1402.67
1993-1994,28,1994-03-12,Southampton,1,1461.73,1465.19
1993-1994,28,1994-03-12,Sheffield Weds,1,1543.29,1539.83
1993-1994,28,1994-03-12,Aston Villa,0,1550.26,1531.81
1993-1994,28,1994-03-12,Ipswich,1,1468.71,1487.17
1993-1994,28,1994-03-12,Man City,0,1450.15,1437.45
1993-1994,28,1994-03-12,Wimbledon,1,1503.65,1516.36
1993-1994,28,1994-03-13,Liverpool,2,1519.2,1531.45
1993-1994,28,1994-03-13,Everton,1,1454.81,1442.56
1993-1994,28,1994-03-13,Sheffield United,2,1407.59,1413.39
1993-1994,28,1994-03-13,Leeds,2,1549.35,1543.55
1993-1994,29,1994-03-16,Chelsea,2,1463.9,1481.15
1993-1994,29,1994-03-16,Wimbledon,0,1516.36,1499.11
1993-1994,29,1994-03-16,Leeds,2,1543.55,1558.04
1993-1994,29,1994-03-16,Aston Villa,0,1531.81,1517.31
1993-1994,29,1994-03-16,Man United,5,1637.34,1648.24
1993-1994,29,1994-03-16,Sheffield Weds,0,1539.83,1528.93
1993-1994,29,1994-03-16,Sheffield United,1,1413.39,1418.14
1993-1994,29,1994-03-16,QPR,1,1527.38,1522.63
1993-1994,30,1994-03-19,Southampton,0,1465.19,1454.83
1993-1994,30,1994-03-19,Arsenal,4,1576.29,1586.65
1993-1994,30,1994-03-19,West Ham,2,1493.9,1482.07
1993-1994,30,1994-03-19,Newcastle,4,1568.58,1580.4
1993-1994,30,1994-03-19,Swindon,2,1402.67,1411.8
1993-1994,30,1994-03-19,Man United,2,1648.24,1639.11
1993-1994,30,1994-03-19,QPR,1,1522.63,1536.62
1993-1994,30,1994-03-19,Wimbledon,0,1499.11,1485.12
1993-1994,30,1994-03-19,Tottenham,1,1416.97,1419.96
1993-1994,30,1994-03-19,Ipswich,1,1487.17,1484.18
1993-1994,30,1994-03-19,Liverpool,2,1531.45,1544.29
1993-1994,30,1994-03-19,Chelsea,1,1481.15,1468.3
1993-1994,30,1994-03-19,Leeds,1,1558.04,1568.33
1993-1994,30,1994-03-19,Coventry,0,1445.17,1434.88
1993-1994,30,1994-03-19,Aston Villa,1,1517.31,1498.63
1993-1994,30,1994-03-19,Oldham,2,1430.28,1448.96
1993-1994,30,1994-03-19,Man City,0,1437.45,1436.61
1993-1994,30,1994-03-19,Sheffield United,0,1418.14,1418.98
1993-1994,30,1994-03-20,Sheffield Weds,1,1528.93,1518.2
1993-1994,30,1994-03-20,Blackburn,2,1630.61,1641.35
1993-1994,30,1994-03-21,Norwich,3,1498.16,1510.78
1993-1994,30,1994-03-21,Everton,0,1442.56,1429.94
1993-1994,30,1994-03-22,Arsenal,2,1586.65,1588.9
1993-1994,30,1994-03-22,Man United,2,1639.11,1636.86
1993-1994,30,1994-03-22,Newcastle,2,1580.4,1591.35
1993-1994,30,1994-03-22,Ipswich,0,1484.18,1473.23
1993-1994,31,1994-03-26,Sheffield United,0,1418.98,1420.52
1993-1994,31,1994-03-26,Southampton,0,1454.83,1453.29
1993-1994,31,1994-03-26,Oldham,0,1448.96,1448.43
1993-1994,31,1994-03-26,Man City,0,1436.61,1437.15
1993-1994,31,1994-03-26,Everton,0,1429.94,1414.51
1993-1994,31,1994-03-26,Tottenham,1,1419.96,1435.39
1993-1994,31,1994-03-26,Ipswich,1,1473.23,1460.94
1993-1994,31,1994-03-26,QPR,3,1536.62,1548.91
1993-1994,31,1994-03-26,Chelsea,2,1468.3,1483.9
1993-1994,31,1994-03-26,West Ham,0,1482.07,1466.48
1993-1994,31,1994-03-26,Blackburn,3,1641.35,1647.66
1993-1994,31,1994-03-26,Swindon,1,1411.8,1405.48
1993-1994,31,1994-03-26,Arsenal,1,1588.9,1601.99
1993-1994,31,1994-03-26,Liverpool,0,1544.29,1531.21
1993-1994,31,1994-03-26,Coventry,2,1434.88,1453.1
1993-1994,31,1994-03-26,Norwich,1,1510.78,1492.55
1993-1994,31,1994-03-27,Wimbledon,1,1485.12,1503.65
1993-1994,31,1994-03-27,Leeds,0,1568.33,1549.81
1993-1994,32,1994-03-28,Sheffield United,3,1420.52,1437.49
1993-1994,32,1994-03-28,West Ham,2,1466.48,1449.51
1993-1994,32,1994-03-29,Ipswich,2,1460.94,1459.91
1993-1994,32,1994-03-29,Man City,2,1437.15,1438.17
1993-1994,32,1994-03-29,Newcastle,3,1591.35,1602.2
1993-1994,32,1994-03-29,Norwich,0,1492.55,1481.71
1993-1994,32,1994-03-29,Wimbledon,4,1503.65,1524.53
1993-1994,32,1994-03-29,Blackburn,1,1647.66,1626.78
1993-1994,32,1994-03-30,Aston Villa,0,1498.63,1495.07
1993-1994,32,1994-03-30,Everton,0,1414.51,1418.07
1993-1994,32,1994-03-30,Man United,1,1636.86,1647.43
1993-1994,32,1994-03-30,Liverpool,0,1531.21,1520.63
1993-1994,32,1994-03-30,Sheffield Weds,3,1518.2,1531.73
1993-1994,32,1994-03-30,Chelsea,1,1483.9,1470.38
1993-1994,32,1994-03-30,Southampton,1,1453.29,1438.08
1993-1994,32,1994-03-30,Oldham,3,1448.43,1463.64
1993-1994,33,1994-04-01,Leeds,1,1549.81,1552.05
1993-1994,33,1994-04-01,Newcastle,1,1602.2,1599.95
1993-1994,33,1994-04-02,Coventry,1,1453.1,1441.14
1993-1994,33,1994-04-02,Wimbledon,2,1524.53,1536.49
1993-1994,33,1994-04-02,Chelsea,2,1470.38,1483.98
1993-1994,33,1994-04-02,Southampton,0,1438.08,1424.47
1993-1994,33,1994-04-02,Arsenal,1,1601.99,1594.31
1993-1994,33,1994-04-02,Swindon,1,1405.48,1413.16
1993-1994,33,1994-04-02,Blackburn,2,1626.78,1642.67
1993-1994,33,1994-04-02,Man United,0,1647.43,1631.54
1994-1995,1,1994-08-20,Arsenal,3,1594.31,1602.98
1994-1995,1,1994-08-20,Man City,0,1438.17,1429.49
1994-1995,1,1994-08-20,Chelsea,2,1483.98,1498.89
1994-1995,1,1994-08-20,Norwich,0,1481.71,1466.81
1994-1995,1,1994-08-20,Coventry,1,1441.14,1445.16
1994-1995,1,1994-08-20,Wimbledon,1,1536.49,1532.48
1994-1995,1,1994-08-20,Crystal Palace,1,1500.0,1485.89
1994-1995,1,1994-08-20,Liverpool,6,1520.63,1534.74
1994-1995,1,1994-08-20,Everton,2,1418.07,1421.34
1994-1995,1,1994-08-20,Aston Villa,2,1495.07,1491.8
1994-1995,1,1994-08-20,Ipswich,0,1459.91,1446.64
1994-1995,1,1994-08-20,Nott'm Forest,1,1500.0,1513.28
1994-1995,1,1994-08-20,Man United,2,1631.54,1643.04
1994-1995,1,1994-08-20,QPR,0,1548.91,1537.41
1994-1995,1,1994-08-20,Sheffield Weds,3,1531.73,1512.67
1994-1995,1,1994-08-20,Tottenham,4,1435.39,1454.45
1994-1995,1,1994-08-20,Southampton,1,1424.47,1432.82
1994-1995,1,1994-08-20,Blackburn,1,1642.67,1634.32
1994-1995,1,1994-08-20,West Ham,0,1449.51,1453.81
1994-1995,1,1994-08-20,Leeds,0,1552.05,1547.75
1994-1995,1,1994-08-21,Leicester,1,1500.0,1489.2
1994-1995,1,1994-08-21,Newcastle,3,1599.95,1610.75
1994-1995,1,1994-08-22,Nott'm Forest,1,1513.28,1518.63
1994-1995,1,1994-08-22,Man United,1,1643.04,1637.68
1994-1995,1,1994-08-23,Wimbledon,1,1532.48,1528.84
1994-1995,1,1994-08-23,Ipswich,1,1446.64,1450.27
1994-1995,1,1994-08-23,Blackburn,3,1634.32,1643.39
1994-1995,1,1994-08-23,Leicester,0,1489.2,1480.12
1994-1995,1,1994-08-23,Leeds,1,1547.75,1565.12
1994-1995,1,1994-08-23,Arsenal,0,1602.98,1585.62
1994-1995,1,1994-08-24,Aston Villa,1,1491.8,1489.28
1994-1995,1,1994-08-24,Southampton,1,1432.82,1435.34
1994-1995,1,1994-08-24,Man City,3,1429.49,1445.54
1994-1995,1,1994-08-24,West Ham,0,1453.81,1437.76
1994-1995,1,1994-08-24,Newcastle,4,1610.75,1619.1
1994-1995,1,1994-08-24,Coventry,0,1445.16,1436.81
1994-1995,1,1994-08-24,Norwich,0,1466.81,1467.63
1994-1995,1,1994-08-24,Crystal Palace,0,1485.89,1485.07
1994-1995,1,1994-08-24,QPR,3,1537.41,1551.35
1994-1995,1,1994-08-24,Sheffield Weds,2,1512.67,1498.74
1994-1995,1,1994-08-24,Tottenham,2,1454.45,1468.02
1994-1995,1,1994-08-24,Everton,1,1421.34,1407.76
1994-1995,2,1994-08-27,Nott'm Forest,1,1518.63,1531.98
1994-1995,2,1994-08-27,Leicester,0,1480.12,1466.78
1994-1995,2,1994-08-27,Wimbledon,0,1528.84,1512.55
1994-1995,2,1994-08-27,Sheffield Weds,1,1498.74,1515.03
1994-1995,2,1994-08-27,Tottenham,0,1468.02,1459.81
1994-1995,2,1994-08-27,Man United,1,1637.68,1645.89
1994-1995,2,1994-08-27,QPR,1,1551.35,1532.1
1994-1995,2,1994-08-27,Ipswich,2,1450.27,1469.51
1994-1995,2,1994-08-27,Norwich,1,1467.63,1481.34
1994-1995,2,1994-08-27,West Ham,0,1437.76,1424.05
1994-1995,2,1994-08-27,Blackburn,4,1643.39,1650.4
1994-1995,2,1994-08-27,Coventry,0,1436.81,1429.81
1994-1995,2,1994-08-27,Man City,4,1445.54,1458.92
1994-1995,2,1994-08-27,Everton,0,1407.76,1394.39
1994-1995,2,1994-08-27,Leeds,2,1565.12,1547.29
1994-1995,2,1994-08-27,Chelsea,3,1498.89,1516.71
1994-1995,2,1994-08-27,Aston Villa,1,1489.28,1489.09
1994-1995,2,1994-08-27,Crystal Palace,1,1485.07,1485.25
1994-1995,2,1994-08-27,Newcastle,5,1619.1,1626.83
1994-1995,2,1994-08-27,Southampton,1,1435.34,1427.61
1994-1995,2,1994-08-28,Liverpool,3,1534.74,1551.92
1994-1995,2,1994-08-28,Arsenal,0,1585.62,1568.44
1994-1995,2,1994-08-29,Coventry,0,1429.81,1417.35
1994-1995,2,1994-08-29,Aston Villa,1,1489.09,1501.56
1994-1995,2,1994-08-30,Crystal Palace,1,1485.25,1472.9
1994-1995,2,1994-08-30,Leeds,2,1547.29,1559.64
1994-1995,2,1994-08-30,Everton,1,1394.39,1385.04
1994-1995,2,1994-08-30,Nott'm Forest,2,1531.98,1541.33
1994-1995,2,1994-08-30,Ipswich,1,1469.51,1454.09
1994-1995,2,1994-08-30,Tottenham,3,1459.81,1475.23
1994-1995,2,1994-08-31,West Ham,1,1424.05,1416.93
1994-1995,2,1994-08-31,Newcastle,3,1626.83,1633.95
1994-1995,2,1994-08-31,Southampton,0,1427.61,1417.76
1994-1995,2,1994-08-31,Liverpool,2,1551.92,1561.78
1994-1995,2,1994-08-31,Sheffield Weds,0,1515.03,1513.58
1994-1995,2,1994-08-31,Norwich,0,1481.34,1482.79
1994-1995,2,1994-08-31,Arsenal,0,1568.44,1571.91
1994-1995,2,1994-08-31,Blackburn,0,1650.4,1646.92
1994-1995,2,1994-08-31,Leicester,1,1466.78,1469.57
1994-1995,2,1994-08-31,QPR,1,1532.1,1529.31
1994-1995,2,1994-08-31,Chelsea,3,1516.71,1529.24
1994-1995,2,1994-08-31,Man City,0,1458.92,1446.39
1994-1995,2,1994-08-31,Man United,3,1645.89,1655.4
1994-1995,2,1994-08-31,Wimbledon,0,1512.55,1503.04
1994-1995,3,1994-09-10,Nott'm Forest,4,1541.33,1555.13
1994-1995,3,1994-09-10,Sheffield Weds,1,1513.58,1499.78
1994-1995,3,1994-09-10,Wimbledon,2,1503.04,1516.6
1994-1995,3,1994-09-10,Leicester,1,1469.57,1456.01
1994-1995,3,1994-09-10,QPR,2,1529.31,1524.64
1994-1995,3,1994-09-10,Coventry,2,1417.35,1422.02
1994-1995,3,1994-09-10,Norwich,0,1482.79,1486.56
1994-1995,3,1994-09-10,Arsenal,0,1571.91,1568.15
1994-1995,3,1994-09-10,Blackburn,3,1646.92,1652.36
